,age,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,y
19108,43,married,tertiary,no,192,no,no,cellular,5,203,2,-1,0,no
19109,43,married,secondary,no,2126,no,no,cellular,5,92,2,-1,0,no
19110,53,married,secondary,no,879,no,no,cellular,5,176,1,-1,0,no
19111,50,married,secondary,no,350,no,no,cellular,5,66,2,-1,0,no
19112,49,single,secondary,no,1377,no,no,cellular,5,935,1,-1,0,yes
19113,48,married,secondary,no,1573,no,no,cellular,5,165,1,-1,0,no
19114,33,divorced,tertiary,no,2885,no,no,cellular,5,1051,2,-1,0,yes
19115,32,married,secondary,no,524,no,no,cellular,5,493,1,-1,0,no
19116,48,married,tertiary,yes,-4,no,no,cellular,5,97,1,-1,0,no
19117,55,married,primary,no,512,no,no,cellular,5,1200,2,-1,0,yes
19118,38,married,tertiary,no,1980,no,no,cellular,5,176,2,-1,0,no
19119,42,married,tertiary,no,921,no,no,cellular,5,531,3,-1,0,yes
19120,47,married,primary,no,32,no,no,cellular,5,231,2,-1,0,no
19121,44,married,tertiary,no,7485,no,no,cellular,5,187,2,-1,0,no
19122,51,married,secondary,no,717,no,no,cellular,5,141,2,-1,0,no
19123,46,married,primary,no,13118,no,no,cellular,5,414,2,-1,0,no
19124,60,married,secondary,no,0,no,no,cellular,5,143,3,-1,0,no
19125,46,married,secondary,no,664,no,no,cellular,5,295,2,-1,0,no
19126,58,married,tertiary,no,14922,no,no,cellular,5,68,2,-1,0,no
19127,59,married,secondary,no,1040,no,no,cellular,5,123,2,-1,0,no
19128,52,married,secondary,no,1000,no,no,cellular,5,766,2,-1,0,yes
19129,52,divorced,tertiary,no,64,no,no,cellular,5,27,3,-1,0,no
19130,43,single,tertiary,no,2169,no,no,cellular,5,229,2,-1,0,no
19131,52,married,tertiary,no,547,no,no,cellular,5,112,2,-1,0,no
19132,50,married,primary,no,604,no,no,cellular,5,104,1,-1,0,no
19133,37,married,secondary,no,0,no,no,cellular,5,409,1,-1,0,no
19134,38,married,tertiary,no,202,no,no,cellular,5,1311,2,-1,0,yes
19135,59,married,secondary,no,1035,yes,yes,cellular,5,223,1,-1,0,no
19136,43,divorced,secondary,no,-36,yes,no,cellular,5,292,1,-1,0,no
19137,44,married,tertiary,no,1788,no,no,cellular,5,166,2,-1,0,no
19138,49,married,secondary,no,2254,no,no,cellular,5,77,1,-1,0,no
19139,32,married,tertiary,no,28,no,no,cellular,5,287,1,-1,0,no
19140,57,married,primary,no,286,no,no,cellular,5,100,3,-1,0,no
19141,47,married,secondary,no,0,no,no,cellular,5,109,4,-1,0,no
19142,31,single,tertiary,no,155,yes,no,cellular,5,291,1,-1,0,no
19143,44,single,secondary,no,421,no,yes,cellular,5,307,1,-1,0,no
19144,42,married,tertiary,no,3530,no,no,cellular,5,33,4,-1,0,no
19145,30,married,secondary,no,66,no,yes,cellular,5,239,1,-1,0,no
19146,44,married,secondary,no,2857,no,no,cellular,5,318,2,-1,0,no
19147,56,married,secondary,no,388,yes,no,cellular,5,80,1,-1,0,no
19148,51,married,secondary,no,2918,no,no,cellular,5,193,2,-1,0,no
19149,32,married,secondary,no,67,no,no,cellular,5,153,1,-1,0,no
19150,37,married,secondary,no,5953,no,no,cellular,5,1113,1,-1,0,no
19151,47,married,primary,no,699,no,no,cellular,5,203,1,-1,0,no
19152,60,married,tertiary,no,1766,no,no,cellular,5,344,1,-1,0,no
19153,45,married,primary,no,323,no,no,cellular,5,197,1,-1,0,no
19154,53,married,unknown,no,1230,no,no,cellular,5,155,3,-1,0,no
19155,55,married,tertiary,no,169,no,yes,cellular,5,618,2,-1,0,yes
19156,45,married,secondary,no,0,no,no,cellular,5,196,2,-1,0,no
19157,49,married,tertiary,no,3726,no,no,cellular,5,875,2,-1,0,yes
19158,60,married,tertiary,no,3876,no,yes,cellular,5,445,3,-1,0,no
19159,49,married,secondary,no,381,no,no,cellular,5,504,2,-1,0,no
19160,39,married,tertiary,no,13021,no,no,cellular,5,425,2,-1,0,no
19161,54,single,secondary,no,224,no,no,cellular,5,134,2,-1,0,no
19162,34,married,tertiary,no,482,no,no,cellular,5,56,2,-1,0,no
19163,39,married,tertiary,no,8195,no,no,cellular,5,121,3,-1,0,no
19164,54,married,tertiary,no,0,no,no,cellular,5,214,3,-1,0,no
19165,53,married,tertiary,no,1343,no,no,cellular,5,129,4,-1,0,no
19166,49,married,secondary,no,195,no,no,cellular,5,211,2,-1,0,no
19167,51,married,secondary,no,434,no,no,cellular,5,513,2,-1,0,no
19168,58,married,tertiary,no,332,no,no,cellular,5,371,3,-1,0,no
19169,56,divorced,secondary,no,146,yes,no,cellular,5,419,3,-1,0,yes
19170,38,married,tertiary,no,950,no,no,cellular,5,210,2,-1,0,no
19171,48,married,secondary,no,547,no,no,cellular,5,459,2,-1,0,no
19172,30,single,tertiary,no,552,yes,no,cellular,5,648,2,-1,0,no
19173,35,married,tertiary,no,489,no,no,cellular,5,592,2,-1,0,no
19174,48,married,tertiary,no,770,no,yes,cellular,5,263,2,-1,0,no
19175,35,divorced,tertiary,no,473,no,yes,cellular,5,37,2,-1,0,no
19176,33,divorced,secondary,no,488,no,no,cellular,5,332,2,-1,0,no
19177,58,divorced,secondary,no,-123,no,no,cellular,5,131,2,-1,0,no
19178,46,married,secondary,no,940,no,no,cellular,5,1227,2,-1,0,yes
19179,49,married,primary,no,468,no,no,cellular,5,608,2,-1,0,no
19180,50,married,secondary,no,486,yes,no,cellular,5,203,2,-1,0,no
19181,33,married,tertiary,no,2728,no,no,cellular,5,295,2,-1,0,no
19182,51,divorced,tertiary,no,1028,no,no,cellular,5,178,4,-1,0,no
19183,31,single,tertiary,no,1377,no,no,cellular,5,371,2,-1,0,no
19184,57,married,primary,no,0,no,no,cellular,5,147,2,-1,0,no
19185,50,married,unknown,no,37,no,no,cellular,5,307,4,-1,0,no
19186,34,married,tertiary,no,218,no,no,cellular,5,109,2,-1,0,no
19187,53,married,secondary,no,1373,no,no,cellular,5,78,2,-1,0,no
19188,30,single,tertiary,no,1571,no,no,cellular,5,996,2,-1,0,no
19189,31,single,tertiary,no,84,no,no,cellular,6,157,4,-1,0,no
19190,42,married,tertiary,no,223,no,no,cellular,6,92,6,-1,0,no
19191,52,married,tertiary,no,499,no,no,cellular,6,115,4,-1,0,no
19192,57,married,secondary,no,1230,no,no,cellular,6,78,4,-1,0,no
19193,31,married,secondary,no,7,no,no,telephone,6,116,6,-1,0,no
19194,56,married,secondary,no,753,no,yes,cellular,6,314,6,-1,0,no
19195,51,married,secondary,no,-267,no,yes,cellular,6,91,4,-1,0,no
19196,36,single,tertiary,no,546,yes,no,cellular,6,91,3,-1,0,no
19197,44,married,tertiary,no,1242,yes,no,cellular,6,384,6,-1,0,no
19198,56,married,tertiary,no,1483,no,no,cellular,6,46,4,-1,0,no
19199,44,married,secondary,no,3444,no,no,cellular,6,212,3,-1,0,no
19200,33,married,primary,no,0,no,no,cellular,6,139,8,-1,0,no
19201,57,divorced,tertiary,no,734,no,no,cellular,6,1357,4,-1,0,yes
19202,42,married,secondary,yes,-197,yes,no,cellular,6,66,7,-1,0,no
19203,55,married,secondary,no,953,yes,yes,cellular,6,125,3,-1,0,no
19204,50,single,secondary,no,330,no,no,cellular,6,376,3,-1,0,no
19205,61,married,secondary,no,77,no,no,cellular,6,455,4,-1,0,yes
19206,50,divorced,tertiary,no,3211,yes,no,cellular,6,146,5,-1,0,no
19207,42,married,tertiary,no,0,no,no,cellular,6,81,3,-1,0,no
19208,33,married,secondary,no,2727,no,no,cellular,6,205,3,-1,0,no
19209,45,married,unknown,no,3114,no,no,cellular,6,192,2,-1,0,no
19210,58,married,secondary,no,688,no,no,cellular,6,152,2,-1,0,no
19211,38,single,tertiary,no,0,no,no,cellular,6,89,2,-1,0,no
19212,45,married,secondary,no,925,no,no,cellular,6,406,2,-1,0,yes
19213,32,single,tertiary,no,632,no,yes,cellular,6,103,2,-1,0,no
19214,39,married,secondary,no,0,no,no,cellular,6,84,4,-1,0,no
19215,46,married,secondary,no,44,no,no,cellular,6,175,2,-1,0,no
19216,56,married,secondary,no,0,no,no,cellular,6,113,3,-1,0,no
19217,51,married,secondary,no,1178,no,no,cellular,6,530,2,-1,0,no
19218,48,married,secondary,no,1526,no,no,cellular,6,273,2,-1,0,no
19219,39,married,tertiary,no,1836,no,no,cellular,6,902,3,-1,0,yes
19220,50,married,tertiary,no,2050,no,no,cellular,6,158,3,-1,0,no
19221,46,married,secondary,no,660,no,no,cellular,6,740,2,-1,0,yes
19222,57,married,primary,no,53,no,no,cellular,6,86,2,-1,0,no
19223,43,married,secondary,no,5704,yes,no,cellular,6,139,2,-1,0,no
19224,53,divorced,tertiary,no,269,no,no,cellular,6,347,2,-1,0,no
19225,43,married,tertiary,no,136,no,no,cellular,6,120,2,-1,0,no
19226,48,married,secondary,no,7020,no,no,cellular,6,80,2,-1,0,no
19227,49,divorced,tertiary,no,178,no,no,cellular,6,174,2,-1,0,no
19228,41,married,secondary,no,3432,no,no,cellular,6,140,3,-1,0,no
19229,51,married,secondary,no,187,yes,no,cellular,6,277,3,-1,0,no
19230,30,single,tertiary,no,1495,no,no,cellular,6,898,2,-1,0,no
19231,34,single,tertiary,no,681,no,no,cellular,6,637,2,-1,0,yes
19232,59,married,secondary,no,0,no,no,cellular,6,142,2,-1,0,no
19233,38,married,tertiary,no,184,no,no,cellular,6,224,2,-1,0,no
19234,32,married,secondary,no,0,no,no,cellular,6,254,2,-1,0,no
19235,46,married,secondary,no,398,yes,yes,cellular,6,128,2,-1,0,no
19236,54,married,unknown,no,0,no,no,cellular,6,189,2,-1,0,no
19237,48,married,tertiary,no,3766,no,no,cellular,6,206,2,-1,0,no
19238,54,divorced,tertiary,no,787,no,no,cellular,6,90,2,-1,0,no
19239,30,single,secondary,no,4749,no,no,cellular,6,220,2,-1,0,no
19240,36,married,tertiary,no,163,no,no,cellular,6,311,2,-1,0,no
19241,43,single,tertiary,no,1304,no,no,cellular,6,501,2,-1,0,yes
19242,33,married,primary,no,580,no,no,cellular,6,209,2,-1,0,no
19243,34,married,secondary,no,2956,no,no,cellular,6,835,2,-1,0,yes
19244,42,married,tertiary,no,3718,yes,no,cellular,6,50,2,-1,0,no
19245,33,single,secondary,no,2915,no,no,cellular,6,126,2,-1,0,no
19246,40,married,tertiary,no,3812,no,no,cellular,6,58,4,-1,0,no
19247,49,married,secondary,no,739,yes,no,cellular,6,182,2,-1,0,no
19248,51,married,secondary,no,122,no,yes,cellular,6,499,2,-1,0,no
19249,35,divorced,tertiary,no,146,no,no,cellular,6,720,2,-1,0,yes
19250,44,married,tertiary,no,1858,no,no,cellular,6,113,4,-1,0,no
19251,36,divorced,tertiary,yes,36,no,no,cellular,6,836,4,-1,0,yes
19252,50,married,secondary,no,616,yes,no,cellular,6,439,6,-1,0,no
19253,60,married,secondary,no,1145,no,no,cellular,6,167,2,-1,0,no
19254,50,divorced,secondary,no,535,no,no,cellular,6,102,2,-1,0,no
19255,31,married,tertiary,no,338,no,no,cellular,6,184,2,-1,0,no
19256,56,married,secondary,yes,-8,no,no,cellular,6,159,2,-1,0,no
19257,41,married,tertiary,no,680,no,no,cellular,6,117,2,-1,0,no
19258,39,married,tertiary,no,94,no,no,cellular,6,181,2,-1,0,no
19259,49,married,secondary,no,-42,no,no,cellular,6,585,4,-1,0,no
19260,34,married,tertiary,no,0,no,no,cellular,6,139,2,-1,0,no
19261,41,married,tertiary,no,103,no,yes,cellular,6,65,2,-1,0,no
19262,45,divorced,tertiary,no,1,no,no,cellular,6,490,2,-1,0,yes
19263,46,married,tertiary,no,765,no,no,cellular,6,71,2,-1,0,no
19264,35,married,tertiary,no,118,no,no,cellular,6,358,2,-1,0,no
19265,37,divorced,secondary,no,4965,no,no,cellular,6,222,2,-1,0,no
19266,37,married,secondary,no,1863,no,no,cellular,6,163,2,-1,0,no
19267,37,married,tertiary,no,392,no,no,cellular,6,115,2,-1,0,no
19268,45,single,secondary,no,142,no,yes,cellular,6,99,4,-1,0,no
19269,43,married,primary,yes,385,no,no,cellular,6,359,2,-1,0,no
19270,44,married,secondary,no,313,no,no,cellular,6,211,4,-1,0,no
19271,45,married,primary,no,2433,no,no,cellular,6,133,2,-1,0,no
19272,50,married,secondary,no,1412,no,no,cellular,6,131,3,-1,0,no
19273,59,married,primary,no,96,no,no,cellular,6,88,2,-1,0,no
19274,52,married,primary,no,1364,yes,no,cellular,6,164,2,-1,0,no
19275,47,married,unknown,no,270,no,no,cellular,6,467,2,-1,0,no
19276,39,divorced,tertiary,no,5988,yes,yes,cellular,6,225,2,-1,0,no
19277,47,married,secondary,no,2480,no,no,cellular,6,763,2,-1,0,yes
19278,42,married,tertiary,no,24780,no,no,cellular,6,184,2,-1,0,no
19279,57,married,secondary,no,29,no,no,cellular,6,122,2,-1,0,no
19280,55,married,primary,no,628,no,yes,cellular,6,123,2,-1,0,no
19281,30,single,tertiary,no,2876,no,no,cellular,6,103,4,-1,0,no
19282,42,married,tertiary,no,14282,yes,no,cellular,6,649,4,-1,0,yes
19283,36,married,secondary,no,577,no,no,cellular,6,88,2,-1,0,no
19284,48,divorced,tertiary,no,249,no,no,cellular,6,293,6,-1,0,no
19285,34,married,secondary,no,182,no,no,cellular,6,938,2,-1,0,yes
19286,56,single,primary,no,801,no,no,cellular,6,931,4,-1,0,no
19287,52,married,secondary,no,3151,no,no,cellular,6,89,2,-1,0,no
19288,35,married,secondary,no,533,no,no,cellular,6,221,12,-1,0,no
19289,54,married,secondary,no,506,yes,no,cellular,6,126,2,-1,0,no
19290,45,married,secondary,no,333,no,yes,cellular,6,166,2,-1,0,no
19291,40,single,tertiary,no,0,no,no,cellular,6,641,6,-1,0,yes
19292,44,married,secondary,no,1901,no,no,cellular,6,165,2,-1,0,no
19293,52,married,secondary,no,2079,no,no,cellular,6,68,2,-1,0,no
19294,55,married,unknown,no,6134,no,no,cellular,6,127,2,-1,0,no
19295,58,married,secondary,no,1191,no,no,cellular,6,78,2,-1,0,no
19296,47,married,secondary,no,-1,no,no,cellular,6,302,4,-1,0,no
19297,43,married,tertiary,no,-127,no,no,cellular,6,400,2,-1,0,no
19298,53,married,primary,no,1138,yes,no,cellular,6,375,2,-1,0,no
19299,35,married,tertiary,no,284,no,yes,cellular,6,258,2,-1,0,no
19300,40,divorced,secondary,no,311,no,no,cellular,6,738,2,-1,0,yes
19301,34,married,secondary,no,265,no,no,cellular,6,329,2,-1,0,no
19302,48,married,primary,no,483,no,no,cellular,6,119,2,-1,0,no
19303,55,married,tertiary,no,0,no,no,cellular,6,341,2,-1,0,no
19304,58,married,secondary,no,13189,no,yes,cellular,6,181,2,-1,0,no
19305,35,married,tertiary,no,249,yes,no,cellular,6,127,2,-1,0,no
19306,43,married,tertiary,no,0,no,no,cellular,6,124,2,-1,0,no
19307,39,married,tertiary,no,1112,no,no,cellular,6,232,2,-1,0,no
19308,60,married,primary,no,957,no,no,cellular,6,224,2,-1,0,no
19309,59,married,primary,no,1390,no,yes,cellular,6,148,2,-1,0,no
19310,55,divorced,secondary,no,689,yes,no,cellular,6,174,4,-1,0,no
19311,55,married,primary,no,0,yes,no,cellular,6,113,4,-1,0,no
19312,48,divorced,tertiary,no,855,no,no,cellular,6,68,4,-1,0,no
19313,48,married,secondary,no,35,no,no,cellular,6,232,4,-1,0,no
19314,53,married,primary,no,421,no,no,cellular,6,376,4,-1,0,no
19315,30,married,tertiary,no,1119,no,no,cellular,6,199,7,-1,0,no
19316,41,married,secondary,no,501,no,no,cellular,6,150,4,-1,0,no
19317,60,married,primary,no,2221,no,no,cellular,6,2191,2,-1,0,no
19318,49,married,secondary,no,153,no,no,cellular,6,123,4,-1,0,no
19319,41,married,secondary,no,55,yes,no,cellular,6,185,4,-1,0,no
19320,32,divorced,secondary,no,-352,no,yes,cellular,6,275,5,-1,0,no
19321,60,married,secondary,no,1025,no,no,cellular,6,388,8,-1,0,no
19322,31,married,secondary,no,33,no,no,cellular,6,165,4,-1,0,no
19323,33,married,tertiary,no,849,yes,no,cellular,6,89,2,-1,0,no
19324,39,married,primary,no,6999,no,no,cellular,6,111,2,-1,0,no
19325,60,divorced,secondary,no,151,no,no,cellular,6,160,4,-1,0,no
19326,54,divorced,secondary,no,320,no,no,cellular,6,254,4,-1,0,no
19327,32,married,secondary,no,560,no,no,cellular,6,1044,4,-1,0,yes
19328,33,single,tertiary,no,764,no,no,cellular,6,244,2,-1,0,no
19329,46,married,secondary,no,250,no,no,cellular,6,84,2,-1,0,no
19330,37,married,secondary,no,1558,no,no,cellular,6,499,2,-1,0,no
19331,48,divorced,tertiary,no,174,no,no,cellular,6,290,2,-1,0,no
19332,48,married,secondary,no,490,no,no,cellular,6,136,2,-1,0,no
19333,42,single,tertiary,no,135,no,no,cellular,6,384,2,-1,0,no
19334,47,married,secondary,no,3973,no,no,cellular,6,732,2,-1,0,no
19335,37,divorced,secondary,no,566,yes,no,cellular,6,168,2,-1,0,no
19336,33,single,secondary,no,3059,no,yes,cellular,6,482,2,-1,0,yes
19337,57,married,tertiary,no,0,no,no,cellular,6,100,6,-1,0,no
19338,30,married,tertiary,no,1403,no,no,cellular,6,136,4,-1,0,no
19339,59,married,secondary,no,136,no,no,cellular,6,301,4,-1,0,no
19340,30,single,tertiary,no,7788,no,no,cellular,6,391,4,-1,0,no
19341,31,single,secondary,no,200,no,no,cellular,6,315,2,-1,0,no
19342,56,married,secondary,no,144,no,no,cellular,6,184,2,-1,0,no
19343,49,married,tertiary,no,0,no,no,cellular,6,44,2,-1,0,no
19344,35,single,tertiary,no,0,yes,no,cellular,6,411,2,-1,0,no
19345,42,married,tertiary,no,9261,yes,no,cellular,6,120,2,-1,0,no
19346,36,married,secondary,no,361,no,no,cellular,6,188,4,-1,0,no
19347,46,single,tertiary,no,3133,no,no,cellular,6,411,3,-1,0,no
19348,49,married,tertiary,no,322,no,no,cellular,6,72,4,-1,0,no
19349,56,married,primary,no,334,no,no,cellular,6,128,2,-1,0,no
19350,32,single,secondary,no,145,no,no,cellular,6,135,2,-1,0,no
19351,48,married,primary,no,783,no,yes,cellular,6,90,2,-1,0,no
19352,50,single,tertiary,no,0,yes,no,cellular,6,102,2,-1,0,no
19353,31,married,tertiary,no,8279,no,no,cellular,6,533,2,-1,0,no
19354,44,married,tertiary,no,22,yes,no,cellular,6,265,2,-1,0,no
19355,48,married,secondary,no,473,no,yes,cellular,6,198,2,-1,0,no
19356,36,married,secondary,no,129,yes,no,cellular,6,64,2,-1,0,no
19357,59,married,primary,no,638,no,no,cellular,6,170,2,-1,0,no
19358,41,divorced,secondary,no,0,no,no,cellular,6,438,2,-1,0,no
19359,58,married,primary,no,47,no,no,cellular,6,281,2,-1,0,no
19360,59,married,secondary,no,263,no,no,cellular,6,601,2,-1,0,no
19361,57,married,primary,no,0,yes,no,cellular,6,83,2,-1,0,no
19362,46,married,tertiary,no,51,no,no,cellular,6,39,9,-1,0,no
19363,48,married,secondary,no,1939,yes,yes,cellular,6,163,2,-1,0,no
19364,36,married,tertiary,no,2660,no,no,cellular,6,252,2,-1,0,no
19365,40,single,secondary,no,57,no,yes,cellular,6,102,4,-1,0,no
19366,46,married,secondary,no,716,no,no,cellular,6,131,2,-1,0,no
19367,48,married,secondary,no,2054,yes,no,cellular,6,127,2,-1,0,no
19368,50,married,secondary,no,3025,no,yes,cellular,6,168,3,-1,0,no
19369,32,married,tertiary,no,1423,no,no,cellular,6,1249,4,-1,0,yes
19370,33,single,tertiary,no,1097,no,yes,cellular,6,308,4,-1,0,no
19371,46,married,primary,no,248,no,yes,cellular,6,196,2,-1,0,no
19372,60,married,primary,no,1720,no,no,telephone,6,115,5,-1,0,no
19373,32,married,tertiary,no,421,no,no,cellular,6,851,6,-1,0,no
19374,37,single,secondary,yes,-56,yes,no,cellular,6,291,4,-1,0,no
19375,43,married,secondary,no,1109,yes,no,cellular,6,64,4,-1,0,no
19376,57,married,tertiary,no,624,no,no,cellular,6,224,4,-1,0,no
19377,46,married,primary,no,874,no,no,cellular,6,996,1,-1,0,yes
19378,57,married,tertiary,no,163,no,no,cellular,6,83,3,-1,0,no
19379,36,single,tertiary,no,900,no,no,cellular,6,499,4,-1,0,no
19380,32,single,tertiary,no,1068,no,no,cellular,6,175,4,-1,0,no
19381,48,married,primary,no,4459,yes,no,cellular,6,536,1,-1,0,no
19382,43,married,tertiary,no,690,yes,no,cellular,6,171,3,-1,0,no
19383,37,married,tertiary,no,2401,no,no,cellular,6,203,7,-1,0,no
19384,51,married,secondary,no,223,no,no,cellular,6,132,3,-1,0,no
19385,52,married,primary,no,10,no,no,cellular,6,588,3,-1,0,no
19386,48,married,secondary,no,0,no,no,cellular,6,311,5,-1,0,no
19387,32,married,primary,no,286,yes,no,cellular,6,175,1,-1,0,no
19388,47,single,tertiary,no,324,no,yes,cellular,6,72,1,-1,0,no
19389,50,divorced,secondary,no,75,yes,no,cellular,6,101,1,-1,0,no
19390,32,single,tertiary,no,6359,no,no,cellular,6,184,1,-1,0,no
19391,58,married,secondary,no,4,no,yes,cellular,6,147,1,-1,0,no
19392,45,married,secondary,no,140,yes,no,cellular,6,192,3,-1,0,no
19393,49,married,secondary,no,141,no,no,cellular,6,275,1,-1,0,no
19394,50,married,secondary,no,-79,no,yes,cellular,6,138,7,-1,0,no
19395,32,married,secondary,no,2556,no,no,cellular,6,269,3,-1,0,no
19396,38,married,tertiary,no,178,no,no,cellular,6,170,3,-1,0,no
19397,30,single,tertiary,no,1081,no,no,cellular,6,377,2,-1,0,no
19398,46,married,secondary,no,363,yes,no,cellular,6,209,3,-1,0,no
19399,50,married,secondary,no,10757,yes,no,cellular,6,276,3,-1,0,no
19400,31,single,tertiary,no,130,no,no,cellular,6,160,1,-1,0,no
19401,36,single,tertiary,no,46,yes,no,cellular,6,459,3,-1,0,no
19402,35,married,secondary,no,-116,no,yes,cellular,6,339,2,-1,0,no
19403,53,married,secondary,no,1225,no,no,cellular,6,70,2,-1,0,no
19404,46,married,primary,no,0,no,no,cellular,6,322,5,-1,0,no
19405,34,married,unknown,no,4535,no,no,cellular,6,54,3,-1,0,no
19406,33,divorced,secondary,no,422,no,no,cellular,6,406,3,-1,0,no
19407,50,married,secondary,no,-70,no,no,cellular,6,386,2,-1,0,no
19408,46,married,primary,yes,575,no,no,cellular,6,127,3,-1,0,no
19409,45,married,secondary,no,22,no,yes,telephone,6,276,3,-1,0,no
19410,55,married,tertiary,no,41923,no,no,cellular,6,69,3,-1,0,no
19411,42,married,tertiary,no,446,no,no,cellular,6,286,3,-1,0,no
19412,40,married,tertiary,no,713,no,no,cellular,6,433,3,-1,0,no
19413,41,single,secondary,no,911,no,no,cellular,6,292,2,-1,0,no
19414,39,married,secondary,no,425,yes,no,cellular,6,562,3,-1,0,no
19415,35,married,tertiary,no,0,no,no,cellular,6,543,4,-1,0,no
19416,46,divorced,secondary,no,225,no,no,cellular,6,530,5,-1,0,no
19417,43,married,tertiary,no,5926,no,no,cellular,6,685,2,-1,0,no
19418,49,married,secondary,no,284,yes,no,cellular,6,131,3,-1,0,no
19419,38,married,tertiary,no,180,no,no,cellular,6,258,7,-1,0,no
19420,59,married,unknown,no,64343,no,no,cellular,6,45,4,-1,0,no
19421,42,married,primary,no,128,no,no,cellular,6,492,2,-1,0,no
19422,48,married,primary,no,1203,no,no,cellular,6,61,5,-1,0,no
19423,48,married,secondary,no,504,no,yes,cellular,6,227,3,-1,0,no
19424,46,married,primary,no,1085,no,no,cellular,6,265,8,-1,0,no
19425,49,divorced,tertiary,no,651,no,yes,cellular,6,79,3,-1,0,no
19426,32,married,secondary,no,374,no,no,cellular,6,119,6,-1,0,no
19427,42,married,tertiary,no,60,no,no,cellular,6,426,3,-1,0,no
19428,32,married,tertiary,no,71,no,no,cellular,6,80,3,-1,0,no
19429,45,married,secondary,no,38,yes,no,cellular,6,307,3,-1,0,no
19430,34,single,tertiary,no,2576,yes,yes,cellular,6,236,4,-1,0,no
19431,32,married,tertiary,no,500,no,no,cellular,6,105,6,-1,0,no
19432,44,married,tertiary,no,4333,no,no,cellular,6,68,6,-1,0,no
19433,38,married,secondary,no,5003,no,no,cellular,6,275,9,-1,0,no
19434,46,married,primary,no,0,no,no,cellular,6,178,4,-1,0,no
19435,41,married,secondary,no,-832,no,no,cellular,6,226,5,-1,0,no
19436,52,married,primary,no,2091,no,no,cellular,6,181,2,-1,0,no
19437,44,married,secondary,no,339,yes,yes,telephone,6,244,3,-1,0,no
19438,52,married,secondary,no,1815,no,no,cellular,6,131,3,-1,0,no
19439,46,married,secondary,no,0,no,no,cellular,6,132,2,-1,0,no
19440,30,single,tertiary,no,223,no,no,cellular,6,106,3,-1,0,no
19441,39,single,tertiary,no,0,no,no,cellular,6,135,2,-1,0,no
19442,48,married,secondary,no,2850,yes,no,cellular,6,107,3,-1,0,no
19443,50,married,secondary,no,706,yes,no,cellular,6,1250,4,-1,0,yes
19444,51,married,primary,no,7098,no,no,cellular,6,1471,7,-1,0,yes
19445,30,single,tertiary,no,5389,no,no,cellular,6,1456,3,-1,0,yes
19446,57,married,tertiary,no,4043,yes,no,cellular,7,122,4,-1,0,no
19447,54,married,primary,no,6812,yes,no,cellular,7,108,3,-1,0,no
19448,56,married,secondary,no,0,no,yes,cellular,7,110,4,-1,0,no
19449,38,married,secondary,no,1097,no,yes,cellular,7,186,3,-1,0,no
19450,31,single,tertiary,no,418,no,no,cellular,7,67,6,-1,0,no
19451,51,married,tertiary,no,0,no,no,cellular,7,297,8,-1,0,no
19452,39,married,tertiary,no,94,no,no,cellular,7,70,2,-1,0,no
19453,51,married,tertiary,no,10077,no,no,cellular,7,93,2,-1,0,no
19454,34,divorced,secondary,no,291,no,no,cellular,7,91,2,-1,0,no
19455,49,married,secondary,no,0,no,no,cellular,7,301,2,-1,0,no
19456,49,married,unknown,no,2635,no,no,cellular,7,88,2,-1,0,no
19457,35,married,secondary,no,1055,yes,no,cellular,7,261,2,-1,0,no
19458,47,married,unknown,no,1660,no,no,cellular,7,187,2,-1,0,no
19459,52,married,primary,no,420,no,no,cellular,7,139,4,-1,0,no
19460,50,married,secondary,no,106,no,yes,cellular,7,59,2,-1,0,no
19461,37,single,tertiary,no,2505,no,no,cellular,7,420,3,-1,0,no
19462,43,married,tertiary,no,11754,no,no,cellular,7,352,2,-1,0,no
19463,42,married,tertiary,no,-323,yes,no,cellular,7,135,2,-1,0,no
19464,48,divorced,secondary,no,791,no,no,cellular,7,219,2,-1,0,no
19465,38,single,tertiary,no,3813,no,no,cellular,7,117,2,-1,0,no
19466,52,married,secondary,no,0,no,no,cellular,7,82,2,-1,0,no
19467,41,married,secondary,no,634,no,no,cellular,7,122,2,-1,0,no
19468,41,single,tertiary,no,0,no,no,cellular,7,91,2,-1,0,no
19469,37,married,tertiary,no,649,no,no,cellular,7,64,2,-1,0,no
19470,45,married,secondary,no,2603,yes,yes,cellular,7,235,2,-1,0,no
19471,36,single,secondary,no,67,no,no,cellular,7,67,2,-1,0,no
19472,34,single,tertiary,no,873,yes,no,cellular,7,267,2,-1,0,no
19473,30,married,tertiary,no,2283,no,no,cellular,7,74,2,-1,0,no
19474,38,married,tertiary,no,-34,yes,no,cellular,7,131,2,-1,0,no
19475,55,divorced,secondary,yes,284,yes,no,cellular,7,78,2,-1,0,no
19476,33,married,tertiary,no,340,no,no,cellular,7,402,2,-1,0,no
19477,31,single,secondary,no,40,no,no,cellular,7,123,2,-1,0,no
19478,32,married,primary,no,1349,yes,no,cellular,7,132,2,-1,0,no
19479,34,divorced,tertiary,no,674,yes,no,cellular,7,587,2,-1,0,yes
19480,48,married,secondary,no,566,no,no,cellular,7,51,3,-1,0,no
19481,43,married,tertiary,no,1663,no,no,cellular,7,185,2,-1,0,no
